[08:16:34] INFO: [32mPreparing to start...[0m
[08:16:34] INFO: [32mSocat not enabled[0m
[08:16:34] ERROR: [35mGot unexpected response from the API: Service not enabled[0m
[08:16:34] ERROR: [35mFailed to get services from Supervisor API[0m
[08:16:34] INFO: [32mStarting Zigbee2MQTT...[0m
Starting Zigbee2MQTT without watchdog.
[2026-09-02 08:16:36] [32minfo[39m: 	z2m: Logging to console, file (filename: log.log)
[2026-09-02 09:15:53] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":921,"illuminance_interval":1,"indicator":"ON","linkquality":92,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:15:53] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":924,"illuminance_interval":1,"indicator":"ON","linkquality":112,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:15:54] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":92,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":28,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:15:55] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":80,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":28,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:15:56] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":917,"illuminance_interval":1,"indicator":"ON","linkquality":104,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:15:56] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorBedroomAdvanced', payload '{"battery":30,"device":{"applicationVersion":151,"dateCode":"05012026","friendlyName":"HallPIRSensorBedroomAdvanced","hardwareVersion":1,"ieeeAddr":"0xa4c138da26407e17","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZM","networkAddress":33893,"powerSource":"Battery","softwareBuildID":"0105012026","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"illuminance":2695,"indicator":"ON","linkquality":180,"motion_detection_mode":"pir_and_radar","motion_detection_sensitivity":4,"motion_state":"small","presence":false,"static_detection_distance":3,"static_detection_sensitivity":4}'
[2026-09-02 09:15:57] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallPIRSensorBedroomAdvanced', payload '{"battery":30,"device":{"applicationVersion":151,"dateCode":"05012026","friendlyName":"HallPIRSensorBedroomAdvanced","hardwareVersion":1,"ieeeAddr":"0xa4c138da26407e17","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZM","networkAddress":33893,"powerSource":"Battery","softwareBuildID":"0105012026","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"illuminance":2690,"indicator":"ON","linkquality":180,"motion_detection_mode":"pir_and_radar","motion_detection_sensitivity":4,"motion_state":"small","presence":false,"static_detection_distance":3,"static_detection_sensitivity":4}'
[2026-09-02 09:15:57] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":104,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":28,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:15:58] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/BedroomCabinetHumidityTempL0', payload '{"battery":107,"device":{"applicationVersion":72,"dateCode":"","friendlyName":"BedroomCabinetHumidityTempL0","hardwareVersion":1,"ieeeAddr":"0xa4c138a67b88f8ac","manufacturerID":4417,"manufacturerName":"_TZE200_locansqn","model":"TH01Z","networkAddress":1207,"powerSource":"Battery","stackVersion":0,"type":"EndDevice","zclVersion":3},"humidity":57,"humidity_alarm":null,"humidity_report_interval":120,"humidity_sensitivity":6,"linkquality":132,"max_humidity":69,"max_temperature":39,"min_humidity":20,"min_temperature":0,"temperature":22.8,"temperature_alarm":null,"temperature_report_interval":120,"temperature_sensitivity":0.6,"temperature_unit_convert":"celsius"}'
[2026-09-02 09:15:58] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":924,"illuminance_interval":1,"indicator":"ON","linkquality":108,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:15:58] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":96,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:15:59] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":923,"illuminance_interval":1,"indicator":"ON","linkquality":96,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:16:01] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":928,"illuminance_interval":1,"indicator":"ON","linkquality":104,"motion_detection_sensitivity":3,"presence":true,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:16:03] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/BedroomCabinetHumidityTempL0', payload '{"battery":107,"device":{"applicationVersion":72,"dateCode":"","friendlyName":"BedroomCabinetHumidityTempL0","hardwareVersion":1,"ieeeAddr":"0xa4c138a67b88f8ac","manufacturerID":4417,"manufacturerName":"_TZE200_locansqn","model":"TH01Z","networkAddress":1207,"powerSource":"Battery","stackVersion":0,"type":"EndDevice","zclVersion":3},"humidity":57,"humidity_alarm":null,"humidity_report_interval":120,"humidity_sensitivity":6,"linkquality":136,"max_humidity":69,"max_temperature":39,"min_humidity":20,"min_temperature":0,"temperature":22.8,"temperature_alarm":null,"temperature_report_interval":120,"temperature_sensitivity":0.6,"temperature_unit_convert":"celsius"}'
[2026-09-02 09:16:04] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":92,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:16:05] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":96,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:16:07] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/HallBreakerKitchenInduction', payload '{"current_a":0,"current_b":0,"current_c":0,"device":{"applicationVersion":74,"dateCode":"","friendlyName":"HallBreakerKitchenInduction","hardwareVersion":1,"ieeeAddr":"0xa4c138278695ef31","manufacturerID":4417,"manufacturerName":"_TZE204_wbhaespm","model":"ZXB3-125","networkAddress":36651,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":180.92,"faults":[],"high_temperature_breaker":null,"high_temperature_threshold":null,"insufficient_balance_breaker":null,"insufficient_balance_threshold":null,"leakage_breaker":null,"leakage_test":null,"leakage_threshold":null,"linkquality":88,"over_current_breaker":null,"over_current_threshold":null,"over_voltage_breaker":null,"over_voltage_threshold":null,"overload_breaker":null,"overload_threshold":null,"power_a":0,"power_b":0,"power_c":0,"state":"ON","temperature":25,"under_voltage_breaker":null,"under_voltage_threshold":null,"voltage_a":242.1,"voltage_b":241.3,"voltage_c":239.3}'
[2026-09-02 09:16:08] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/BedroomCabinetHumidityTempL0', payload '{"battery":107,"device":{"applicationVersion":72,"dateCode":"","friendlyName":"BedroomCabinetHumidityTempL0","hardwareVersion":1,"ieeeAddr":"0xa4c138a67b88f8ac","manufacturerID":4417,"manufacturerName":"_TZE200_locansqn","model":"TH01Z","networkAddress":1207,"powerSource":"Battery","stackVersion":0,"type":"EndDevice","zclVersion":3},"humidity":57,"humidity_alarm":null,"humidity_report_interval":120,"humidity_sensitivity":6,"linkquality":128,"max_humidity":69,"max_temperature":39,"min_humidity":20,"min_temperature":0,"temperature":22.8,"temperature_alarm":null,"temperature_report_interval":120,"temperature_sensitivity":0.6,"temperature_unit_convert":"celsius"}'
[2026-09-02 09:16:09] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":928,"illuminance_interval":1,"indicator":"ON","linkquality":100,"motion_detection_sensitivity":3,"presence":false,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:16:09] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomPIRSensorVertical', payload '{"battery":100,"device":{"applicationVersion":147,"dateCode":"-1541120","friendlyName":"LivingRoomPIRSensorVertical","hardwareVersion":1,"ieeeAddr":"0xa4c1380db190ca8b","manufacturerID":4742,"manufacturerName":"HOBEIAN","model":"ZG-204ZV","networkAddress":2459,"powerSource":"Battery","softwareBuildID":"01-1541120","stackVersion":2,"type":"EndDevice","zclVersion":3},"fading_time":10,"humidity":56,"humidity_calibration":0,"illuminance":928,"illuminance_interval":1,"indicator":"ON","linkquality":104,"motion_detection_sensitivity":3,"presence":false,"temperature":21.2,"temperature_calibration":0,"temperature_unit":"celsius"}'
[2026-09-02 09:16:13] [32minfo[39m: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/WRSocketWindowRightL', payload '{"child_lock":null,"countdown":0,"current":0,"device":{"applicationVersion":77,"dateCode":"","friendlyName":"WRSocketWindowRightL","hardwareVersion":1,"ieeeAddr":"0xa4c138793505c5cc","manufacturerID":4417,"manufacturerName":"_TZ3000_b28wrpvx","model":"TS011F_plug_1_2","networkAddress":37186,"powerSource":"Mains (single phase)","stackVersion":0,"type":"Router","zclVersion":3},"energy":3.93,"identify":null,"indicator_mode":null,"linkquality":132,"power":0,"power_outage_memory":null,"state":"OFF","switch_type_button":null,"update":{"installed_version":-1,"latest_version":-1,"state":null},"voltage":234}'
